Species,Country,Region,Extinction
carbo,India,Asia,Null
carbo,India,Asia,[2042]
carbo,India,Asia,Null
carbo,India,Asia,[2035]
niger,India,Asia,[2031]
niger,India,Asia,Null
niger,India,Asia,[2033]
niger,India,Asia,[2047]
niger,India,Asia,Null
niger,India,Asia,[2034]
niger,India,Asia,[2047]
niger,India,Asia,Null
niger,India,Asia,Null
niger,India,Asia,[2036]
niger,India,Asia,[2050]
niger,India,Asia,[2033]
niger,India,Asia,Null
niger,India,Asia,Null
niger,India,Asia,[2043]
niger,India,Asia,Null
niger,India,Asia,[2045]
minor,Hong Kong,Asia,Null
cristatus,India,Asia,Null
cristatus,India,Asia,[2035]
cristatus,India,Asia,[2066]
cristatus,India,Asia,[2038]
cristatus,India,Asia,[2031]
cristatus,India,Asia,[2040]
cristatus,India,Asia,[2034]
cristatus,India,Asia,Null
ruficollis,India,Asia,Null
ruficollis,India,Asia,Null
ruficollis,India,Asia,[2055]
ruficollis,India,Asia,[2036]
ruficollis,India,Asia,[2039]
ruficollis,India,Asia,[2041]
ruficollis,India,Asia,[2042]
ruficollis,India,Asia,Null
ruficollis,India,Asia,[2063]
ruficollis,India,Asia,Null
ruficollis,India,Asia,Null
ruficollis,India,Asia,[2050]
ruficollis,India,Asia,[2034]
ruficollis,India,Asia,[2052]
ruficollis,India,Asia,[2051]
ruficollis,India,Asia,[2038]
gangetica,India,Asia,Null
gangetica,India,Asia,[1971]
minor,Pakistan,Asia,Null
minor,Pakistan,Asia,Null
baska,India,Asia,[2053]
borneoensis,Malaysia,Asia,[2033]
borneoensis,Malaysia,Asia,Null
mindorensis,Philippines,Asia,[2034]
palustris,India,Asia,[2031]
palustris,"Iran, Islamic Republic Of",Asia,Null
porosus,India,Asia,[2059]
gangeticus,India,Asia,Null
transmontanus,United States,North America,[2027]
pseudoharengus,Canada,North America,[2020]
pseudoharengus,Canada,North America,Null
pseudoharengus,United States,North America,Null
pseudoharengus,Canada,North America,Null
sapidissima,United States,North America,Null
sapidissima,United States,North America,Null
sapidissima,United States,North America,[2031]
liorus,United States,North America,[2026]
clupeaformis,Canada,North America,Null
clupeaformis,United States,North America,[2027]
clupeaformis,Canada,North America,Null
clupeaformis,United States,North America,Null
hoyi,United States,North America,[2034]
hoyi,United States,North America,[2098]
nevadae,United States,North America,[2029]
nevadae,United States,North America,Null
nevadae,United States,North America,[2027]
nevadae,United States,North America,[2049]
fonticola,United States,North America,Null
robustum,United States,North America,Null
crysoleucas,Canada,North America,[2028]
cahabae,United States,North America,[2025]
gorbuscha,United States,North America,[2027]
gorbuscha,United States,North America,[2024]
gorbuscha,United States,North America,[2028]
keta,United States,North America,[2022]
keta,Canada,North America,[2028]
kisutch,Canada,North America,[2035]
nerka,Canada,North America,[2071]
nerka,Canada,North America,[2058]
nerka,Canada,North America,[2040]
nerka,Canada,North America,[2022]
nerka,Canada,North America,[2060]
nerka,Canada,North America,Null
nerka,Canada,North America,Null
nerka,Canada,North America,Null
nerka,Canada,North America,Null
nerka,Canada,North America,[2054]
nerka,Canada,North America,[2039]
nerka,Canada,North America,Null
nerka,United States,North America,Null
nerka,United States,North America,[2063]
nerka,United States,North America,[2057]
nerka,United States,North America,Null
nerka,United States,North America,[2034]
nerka,United States,North America,[2060]
nerka,United States,North America,[2090]
nerka,United States,North America,Null
nerka,United States,North America,[2027]
nerka,United States,North America,[2067]
nerka,United States,North America,[2085]
nerka,United States,North America,[2044]
tshawytscha,United States,North America,Null
tshawytscha,United States,North America,Null
tshawytscha,United States,North America,Null
tshawytscha,United States,North America,[2043]
flavescens,Canada,North America,Null
flavescens,United States,North America,Null
salar,United States,North America,[2042]
salar,Canada,North America,Null
salar,Canada,North America,Null
confluentus,United States,North America,Null
confluentus,United States,North America,[2025]
confluentus,United States,North America,[2027]
namaycush,United States,North America,[2079]
namaycush,United States,North America,Null
namaycush,United States,North America,Null
vitreus,Canada,North America,Null
vitreus,Canada,North America,[2032]
vitreus,Canada,North America,Null
vitreus,United States,North America,Null
vitreus,Canada,North America,[2051]
vitreus,Canada,North America,Null
vitreus,Canada,North America,[2058]
vitreus,Canada,North America,[2044]
vitreus,Canada,North America,Null
vitreus,United States,North America,Null
vitreus,United States,North America,Null
vitreus,Canada,North America,Null
vitreus,Canada,North America,Null
vitreus,United States,North America,Null
texanus,United States,North America,Null
gryllus,United States,North America,[2029]
laterale,United States,North America,Null
maculatum,Canada,North America,[2049]
maculatum,Canada,North America,Null
maculatum,Canada,North America,Null
maculatum,United States,North America,[2032]
opacum,United States,North America,[2050]
talpoideum,United States,North America,[2026]
talpoideum,United States,North America,[2030]
talpoideum,United States,North America,[2030]
talpoideum,United States,North America,[2021]
tigrinum,United States,North America,[2025]
tigrinum,United States,North America,Null
tigrinum,United States,North America,Null
aeneus,United States,North America,Null
hardii,United States,North America,Null
hardii,United States,North America,[2033]
hardii,United States,North America,[2036]
hardii,United States,North America,[2003]
hardii,United States,North America,Null
hardii,United States,North America,Null
americanus,United States,North America,[2024]
americanus,United States,North America,Null
boreas,United States,North America,Null
boreas,United States,North America,[2027]
boreas,United States,North America,Null
canorus,United States,North America,[2031]
fowleri,Canada,North America,[2046]
quercicus,United States,North America,[2029]
quercicus,United States,North America,Null
terrestris,United States,North America,Null
terrestris,United States,North America,[1983]
terrestris,United States,North America,[1983]
aeneus,United States,North America,[1983]
monticola,United States,North America,[2028]
ochrophaeus,United States,North America,[2041]
quadramaculatus,United States,North America,[2042]
planirostris,United States,North America,[2027]
nana,United States,North America,[2025]
quadridigitata,United States,North America,[2005]
quadridigitata,United States,North America,[2042]
carolinensis,United States,North America,[2023]
carolinensis,United States,North America,[2050]
carolinensis,United States,North America,Null
femoralis,United States,North America,[2022]
femoralis,United States,North America,Null
versicolor,Canada,North America,[2044]
perstriatus,United States,North America,[2027]
viridescens,United States,North America,[2030]
viridescens,United States,North America,[1971]
glutinosus,United States,North America,[2028]
jordani,United States,North America,Null
jordani,United States,North America,[1995]
crucifer,United States,North America,Null
crucifer,United States,North America,[2033]
nigrita,United States,North America,[2037]
ocularis,United States,North America,[1975]
ocularis,United States,North America,[2021]
ornata,United States,North America,[1977]
maculata,United States,North America,[2026]
maculata,United States,North America,Null
maculata,United States,North America,[2033]
capito,United States,North America,[1971]
catesbeianus,United States,North America,[2028]
clamitans,Canada,North America,Null
clamitans,Canada,North America,[1971]
clamitans,Canada,North America,Null
clamitans,United States,North America,Null
pipiens,United States,North America,Null
pipiens,Canada,North America,Null
pipiens,United States,North America,Null
septentrionalis,Canada,North America,[2025]
sylvaticus,United States,North America,[2030]
sylvaticus,United States,North America,[2029]
sylvaticus,United States,North America,[2036]
sylvaticus,United States,North America,[2032]
sylvaticus,United States,North America,Null
sylvaticus,United States,North America,[2031]
sylvaticus,United States,North America,Null
sylvaticus,United States,North America,Null
sphenocephalus,United States,North America,[2034]
sphenocephalus,United States,North America,[2028]
yavapaiensis,United States,North America,Null
holbrookii,United States,North America,[2030]
holbrookii,United States,North America,[2024]
holbrookii,United States,North America,[2035]
acuta,United States,North America,Null
acuta,Canada,North America,[2042]
acuta,Mexico,Latin America and Caribbean,[2085]
americana,United States,North America,Null
americana,United States,North America,[2079]
americana,United States,North America,[2016]
americana,Mexico,Latin America and Caribbean,Null
clypeata,United States,North America,Null
clypeata,Canada,North America,[2039]
clypeata,Mexico,Latin America and Caribbean,[2045]
crecca,Canada,North America,Null
crecca,United States,North America,[2024]
crecca,Mexico,Latin America and Caribbean,[2035]
platyrhynchos,Mexico,Latin America and Caribbean,[2028]
discors,Canada,North America,[2008]
discors,Canada,North America,[2003]
discors,United States,North America,Null
discors,Mexico,Latin America and Caribbean,Null
fulvigula,Mexico,Latin America and Caribbean,[2070]
platyrhynchos,United States,North America,Null
platyrhynchos,Canada,North America,[2032]
platyrhynchos,Mexico,Latin America and Caribbean,[2006]
rubripes,United States,North America,[2023]
strepera,United States,North America,[2027]
strepera,United States,North America,[2027]
strepera,Mexico,Latin America and Caribbean,[2038]
affinis,Mexico,Latin America and Caribbean,Null
americana,United States,North America,[2009]
americana,Canada,North America,[2008]
americana,Mexico,Latin America and Caribbean,[2049]
collaris,Mexico,Latin America and Caribbean,Null
collaris,United States,North America,Null
valisineria,United States,North America,Null
valisineria,Mexico,Latin America and Caribbean,Null
albeola,Mexico,Latin America and Caribbean,[2031]
islandica,Canada,North America,[2042]
semipalmata,United States,North America,[2040]
niger,United States,North America,Null
palustris,United States,North America,Null
autumnalis,Mexico,Latin America and Caribbean,Null
bicolor,Mexico,Latin America and Caribbean,Null
americana,United States,North America,Null
delicata,Canada,North America,Null
immer,Canada,North America,[2033]
americana,United States,North America,Null
americana,United States,North America,[2043]
americana,United States,North America,Null
americana,United States,North America,Null
canadensis,United States,North America,Null
canadensis,United States,North America,[1971]
leucocephalus,United States,North America,[2005]
leucocephalus,United States,North America,[1988]
leucocephalus,United States,North America,[1971]
leucocephalus,United States,North America,[1998]
leucocephalus,United States,North America,Null
philadelphia,United States,North America,Null
fedoa,United States,North America,[2043]
jamaicensis,Mexico,Latin America and Caribbean,[2044]
jamaicensis,United States,North America,[2063]
tricolor,United States,North America,[2044]
carolina,United States,North America,Null
hirundo,Canada,North America,[2065]
hirundo,United States,North America,Null
manatus,United States,North America,Null
manatus,United States,North America,[2042]
carolina,United States,North America,[2040]
calypsa,Costa Rica,Latin America and Caribbean,[2004]
andinus,"Bolivia, Plurinational State Of",Latin America and Caribbean,[2032]
chilensis,Chile,Latin America and Caribbean,Null
jamesi,"Bolivia, Plurinational State Of",Latin America and Caribbean,[2038]
taczanowskii,Peru,Latin America and Caribbean,[1987]
gigas,Guatemala,Latin America and Caribbean,[2018]
rolland,Peru,Latin America and Caribbean,[2024]
acutus,Dominican Republic,Latin America and Caribbean,[2009]
niger,Ecuador,Latin America and Caribbean,[2023]
niger,Ecuador,Latin America and Caribbean,[2036]
niger,Peru,Latin America and Caribbean,[2040]
